st_name,cofid,gas-ads
linker102_CH2_linker63_NH_crb_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1cnc([NH])c(CO)n1&&crb.cat0,2.7732445764
linker109_N_linker78_CH_dia_relaxed_interp_2,NC(N)(N)N.[CH]c1ncc([CH])c(OC)n1&&dia.cat1,2.8283675205
linker110_C_linker86_C_uni_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1nnc(C)c2sc(C(F)(F)F)nc12&&uni.cat0,2.6633670875
linker110_CO_linker67_NH_dia_relaxed,O=CC12CC3(C=O)CC(C=O)(C1)CC(C=O)(C2)C3.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&dia.cat0,2.6740112941
linker111_CO_linker11_NH_sql_relaxed,O=C[Si](C=O)(C=O)C=O.[NH]c1c(N)c(N)c([NH])c(N)c1N&&sql.cat0,2.6980449707
linker104_C_linker67_C_uoo_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&uoo.cat0,2.8164150613
linker106_C_linker4_C_lcv_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1ccc(C)c([N+](=O)[O-])c1&&lcv.cat0,2.7730400635
linker102_C_linker68_C_pcb_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3C2)c2cc(C)ccc2Cc2ccc(C)cc21.Cc1cnc(C)c([N+](=O)[O-])n1&&pcb.cat0,2.5315178339
linker102_NH_linker72_CH2_lvt_relaxed_interp_2,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3C2)c2cc([NH])ccc2Cc2ccc([NH])cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&lvt.cat1,2.8180518817
linker104_CO_linker10_NH_und_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2O)c(O)c(C=O)c1O.[NH]c1ccc([NH])c([N+](=O)[O-])c1[N+](=O)[O-]&&und.cat0,2.8175399659
linker106_CH2_linker69_NH_qtz_relaxed,[CH2]c1cc(-c2cc([CH2])c(N)c([CH2])c2N)c(N)c([CH2])c1N.CC(=O)c1nc([NH])cnc1[NH]&&qtz.cat0,2.8161291784
linker102_CH2_linker72_NH_sod_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&sod.cat0,2.8664715814
linker106_C_linker59_C_lcv_relaxed_interp_2,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1cnc(C)c(C)n1&&lcv.cat1,2.6896276549
linker106_C_linker67_C_gis_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&gis.cat0,2.9175980093
linker102_C_linker37_C_uot_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3C2)c2cc(C)ccc2Cc2ccc(C)cc21.Cc1cnc(-c2ncc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&uot.cat0,2.9450199631
linker104_C_linker7_C_ulj_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1cc(C)c(C)cc1C&&ulj.cat0,2.5873221037
linker107_C_linker80_C_ulj_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1nc(C(C)(C)C)c(C)c(=O)[nH]1&&ulj.cat0,2.9459757846
linker111_NH_linker75_CH2_qtz_relaxed,[NH][Si]([NH])([NH])[NH].[CH2]c1cnc([CH2])c(C(=O)[O-])n1&&qtz.cat0,2.9488882661
linker104_NH_linker72_CO_qtz_relaxed,[NH]c1cc(-c2cc([NH])c(O)c([NH])c2O)c(O)c([NH])c1O.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&qtz.cat0,2.8059989934
linker109_CH_linker10_N_cdl_relaxed,[CH]C([CH])([CH])[CH].Nc1ccc(N)c([N+](=O)[O-])c1[N+](=O)[O-]&&cdl.cat0,2.8075678579
linker101_C_linker10_C_rho_relaxed,Cc1cc(C)c(N)c(-c2cc(C)cc(C)c2N)c1.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-]&&rho.cat0,2.9572996853
linker102_CO_linker62_NH_crb_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.N#Cc1nc([NH])cnc1[NH]&&crb.cat0,2.9981438975
linker106_C_linker18_C_qtz_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1cc(N)c(-c2cc(N)c(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-]&&qtz.cat0,2.4123435737
linker109_CH_linker26_N_qzd_relaxed,[CH]C([CH])([CH])[CH].Nc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&qzd.cat0,2.8957956299
linker110_C_linker42_C_lta_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1c2ncoc2c(C)c2ncoc12&&lta.cat0,2.9294822409
linker110_CH2_linker10_NH_qtz_relaxed,[CH2]C12CC3([CH2])CC([CH2])(C1)CC([CH2])(C2)C3.[NH]c1ccc([NH])c([N+](=O)[O-])c1[N+](=O)[O-]&&qtz.cat0,2.6336694357
linker106_CH2_linker12_NH_qtz_relaxed,[CH2]c1cc(-c2cc([CH2])c(N)c([CH2])c2N)c(N)c([CH2])c1N.[NH]c1c(O)c(O)c([NH])c(O)c1O&&qtz.cat0,2.8742254884
linker102_CH2_linker66_NH_sod_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.COc1nc([NH])cnc1[NH]&&sod.cat0,2.9320763184
linker100_CH2_linker71_NH_qzd_relaxed,[CH2]c1cc([CH2])c(O)c(-c2cc([CH2])cc([CH2])c2O)c1.[NH]c1cnc([NH])c(C(N)=O)n1&&qzd.cat0,2.9497100173
linker108_CO_linker24_NH_qtz_relaxed,O=Cc1cc(C=O)c2ccc3c(C=O)cc(C=O)c4ccc1c2c43.[NH]c1ccc(-c2c([N+](=O)[O-])cc([NH])cc2[N+](=O)[O-])cc1&&qtz.cat0,2.9188491491
linker100_NH_linker53_CO_qtz_relaxed,[NH]c1cc([NH])c(O)c(-c2cc([NH])cc([NH])c2O)c1.CCc1nc2c(C=O)ccc(C=O)c2nc1CC&&qtz.cat0,2.9741580546
linker105_C_linker11_C_rho_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.Cc1c(N)c(N)c(C)c(N)c1N&&rho.cat0,2.7658388383
linker107_NH_linker8_CH2_qtz_relaxed,[NH]c1cc(-c2cc([NH])c(N)c([NH])c2)cc([NH])c1N.[CH2]c1cc([N+](=O)[O-])c([CH2])cc1[N+](=O)[O-]&&qtz.cat0,2.5372587894
linker107_N_linker6_CH_nfa_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1cc([N+](=O)[O-])c([CH])c([N+](=O)[O-])c1&&nfa.cat0,2.9258517097
linker100_C_linker75_C_rho_relaxed,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1cnc(C)c(C(=O)[O-])n1&&rho.cat0,2.8762818336
linker106_C_linker52_C_ulj_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.COc1cnc2c(C)ccc(C)c2n1&&ulj.cat0,2.8037167407
linker109_C_linker86_C_sra_relaxed,CC(C)(C)C.Cc1nnc(C)c2sc(C(F)(F)F)nc12&&sra.cat0,2.9662360189
linker102_CO_linker78_NH_crb_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.COc1nc([NH])ncc1[NH]&&crb.cat0,2.9366579361
linker101_C_linker17_C_dia_relaxed,Cc1cc(C)c(N)c(-c2cc(C)cc(C)c2N)c1.Cc1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(C)cc2N)cc1N&&dia.cat0,2.8256524127
linker101_C_linker8_C_lcv_relaxed,Cc1cc(C)c(N)c(-c2cc(C)cc(C)c2N)c1.Cc1cc([N+](=O)[O-])c(C)cc1[N+](=O)[O-]&&lcv.cat0,2.8714597008
linker106_C_linker2_C_umi_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1ccc(C)c(O)c1&&umi.cat0,2.9040510127
linker102_CO_linker50_NH_qtz_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.CNc1cnc2c([NH])ccc([NH])c2n1&&qtz.cat0,2.9150883945
linker105_CH2_linker80_NH_qtz_relaxed,[CH2]c1cc(-c2cc([CH2])c(O)c([CH2])c2)cc([CH2])c1O.CC(C)(C)c1nc([NH])[nH]c(=O)c1[NH]&&qtz.cat0,2.9952074231
linker109_CO_linker9_NH_sql_relaxed,O=CC(C=O)(C=O)C=O.Cc1c([NH])ccc([NH])c1C&&sql.cat0,2.4065296756
linker102_CH_linker74_N_crb_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1cnc(N)c(C(=O)[O-])n1&&crb.cat0,2.980123225
linker111_NH_linker70_CO_qtz_relaxed_interp_3,[NH][Si]([NH])([NH])[NH].COc1nc(C=O)c(OC)nc1C=O&&qtz.cat2,2.7324890677
linker110_C_linker26_C_uos_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&uos.cat0,2.5724112397
linker110_C_linker23_C_und_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&und.cat0,2.813895184
linker106_CH_linker67_N_lvt_relaxed_interp_2,[CH]c1cc(-c2cc([CH])c(N)c([CH])c2N)c(N)c([CH])c1N.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&lvt.cat1,2.9527823972
linker106_NH_linker82_CO_qtz_relaxed_interp_2,[NH]c1cc(-c2cc([NH])c(N)c([NH])c2N)c(N)c([NH])c1N.Cc1cc(C=O)nnc1C=O&&qtz.cat1,2.9691967835
linker102_CH2_linker12_NH_crb_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1c(O)c(O)c([NH])c(O)c1O&&crb.cat0,2.7726165718
linker105_CH2_linker78_NH_qtz_relaxed,[CH2]c1cc(-c2cc([CH2])c(O)c([CH2])c2)cc([CH2])c1O.COc1nc([NH])ncc1[NH]&&qtz.cat0,2.9139207614
linker110_CO_linker75_NH_ana_relaxed,O=CC12CC3(C=O)CC(C=O)(C1)CC(C=O)(C2)C3.[NH]c1cnc([NH])c(C(=O)[O-])n1&&ana.cat0,2.5788753051
linker102_CH2_linker74_NH_sod_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1cnc([NH])c(C(=O)[O-])n1&&sod.cat0,2.9870528164
linker109_C_linker60_C_sql_relaxed,CC(C)(C)C.Cc1nc(C)c(C)nc1C&&sql.cat0,2.8544254097
linker105_NH_linker10_CO_qtz_relaxed,[NH]c1cc(-c2cc([NH])c(O)c([NH])c2)cc([NH])c1O.O=Cc1ccc(C=O)c([N+](=O)[O-])c1[N+](=O)[O-]&&qtz.cat0,2.9128841225
linker109_CO_linker33_NH_sql_relaxed,O=CC(C=O)(C=O)C=O.Cc1nc2c(ccc3cc([NH])c(C)nc32)cc1[NH]&&sql.cat0,2.6832487827
linker103_C_linker17_C_unc_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(C)cc2N)cc1N&&unc.cat0,2.912859875
linker110_C_linker42_C_pcb_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1c2ncoc2c(C)c2ncoc12&&pcb.cat0,2.7666268893
linker109_CO_linker59_NH_qtz_relaxed_interp_2,O=CC(C=O)(C=O)C=O.Cc1nc([NH])cnc1[NH]&&qtz.cat1,2.8110363292
linker100_CH2_linker66_NH_qtz_relaxed_interp_2,[CH2]c1cc([CH2])c(O)c(-c2cc([CH2])cc([CH2])c2O)c1.COc1nc([NH])cnc1[NH]&&qtz.cat1,2.6008554299
linker106_C_linker12_C_lcv_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1c(O)c(O)c(C)c(O)c1O&&lcv.cat0,2.6282821786
linker104_CO_linker68_NH_dia_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2O)c(O)c(C=O)c1O.[NH]c1cnc([NH])c([N+](=O)[O-])n1&&dia.cat0,2.8428466587
linker102_CO_linker10_NH_qtz_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.[NH]c1ccc([NH])c([N+](=O)[O-])c1[N+](=O)[O-]&&qtz.cat0,2.8402687547
linker104_CO_linker76_NH_qtz_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2O)c(O)c(C=O)c1O.[NH]c1cnc([NH])nc1&&qtz.cat0,2.9748343322
linker108_C_linker26_C_lvt_relaxed,Cc1cc(C)c2ccc3c(C)cc(C)c4ccc1c2c43.Cc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&lvt.cat0,2.9571061879
linker109_C_linker69_C_uog_relaxed,CC(C)(C)C.CC(=O)c1nc(C)cnc1C&&uog.cat0,2.8673171999
linker103_C_linker12_C_sod_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1c(O)c(O)c(C)c(O)c1O&&sod.cat0,2.7152987453
linker108_NH_linker26_CH2_dia_relaxed,[NH]c1cc([NH])c2ccc3c([NH])cc([NH])c4ccc1c2c43.[CH2]c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([CH2])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&dia.cat0,2.991270358
linker110_NH_linker88_CH2_unj_relaxed,[NH]C12CC3([NH])CC([NH])(C1)CC([NH])(C2)C3.[CH2]c1cc(O)c([CH2])cc1O&&unj.cat0,2.9315762575
linker110_C_linker23_C_unh_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&unh.cat0,2.7868946084
linker99_C_linker26_C_lon_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&lon.cat0,2.8731387847
linker106_C_linker43_C_lcv_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1nc2c(C)c3oc(C)nc3c(C)c2o1&&lcv.cat0,2.8440156978
linker110_CO_linker16_NH_qtz_relaxed_interp_2,O=CC12CC3(C=O)CC(C=O)(C1)CC(C=O)(C2)C3.[NH]c1ccc(-c2ccc([NH])cc2N)c(N)c1&&qtz.cat1,2.6627792179
linker109_N_linker67_CH_dia_relaxed_interp_3,NC(N)(N)N.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&dia.cat2,2.8245585526
linker107_C_linker82_C_lvt_relaxed_interp_2,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1cc(C)c(C)nn1&&lvt.cat1,2.9443392616
linker101_N_linker26_CH_unj_relaxed,Nc1cc(N)c(N)c(-c2cc(N)cc(N)c2N)c1.[CH]c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([CH])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&unj.cat0,2.9382651513
linker91_CH2_linker91_NH_eth_relaxed,[CH2]c1nc([CH2])nc([CH2])n1.[NH]c1nc([NH])nc([NH])n1&&eth.cat0,2.9661227932
linker110_C_linker65_C_ulj_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1nc(C#N)c(C)nc1C#N&&ulj.cat0,2.4113252816
linker98_N_linker7_CH_uon_relaxed,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH]c1cc(C)c([CH])cc1C&&uon.cat0,2.8369595826
linker111_CH2_linker6_NH_qzd_relaxed,[CH2][Si]([CH2])([CH2])[CH2].[NH]c1cc([N+](=O)[O-])c([NH])c([N+](=O)[O-])c1&&qzd.cat0,2.91120515
linker102_CO_linker79_NH_crb_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.[NH]c1ncc([NH])c(C2CC2)n1&&crb.cat0,2.9117768345
linker102_CH2_linker54_NH_sod_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&sod.cat0,2.614704713
linker92_C_linker57_C_hca_relaxed,Cc1cc(C)cc(C)c1.Cc1ccc(C)c2c(=O)nc[nH]c12&&hca.cat0,2.4686546621
linker110_C_linker81_C_acs-a_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(C)nn1&&acs-a.cat0,2.8882502127
linker111_C_linker10_C_dia_relaxed,C[Si](C)(C)C.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-]&&dia.cat0,2.7552409044
linker104_N_linker8_CH_qtz_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1cc([N+](=O)[O-])c([CH])cc1[N+](=O)[O-]&&qtz.cat0,2.9573873611
linker104_C_linker67_C_ulj_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&ulj.cat0,2.7861607447
linker102_CH2_linker52_NH_crb_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.COc1cnc2c([NH])ccc([NH])c2n1&&crb.cat0,2.7931374316
linker106_C_linker65_C_ulj_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1nc(C#N)c(C)nc1C#N&&ulj.cat0,2.5031895663
linker109_CH_linker10_N_cds_relaxed,[CH]C([CH])([CH])[CH].Nc1ccc(N)c([N+](=O)[O-])c1[N+](=O)[O-]&&cds.cat0,2.68697496
linker110_C_linker59_C_lcv_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc(C)c(C)n1&&lcv.cat0,2.9138258498
linker110_CO_linker66_NH_unv_relaxed,O=CC12CC3(C=O)CC(C=O)(C1)CC(C=O)(C2)C3.COc1nc([NH])cnc1[NH]&&unv.cat0,2.6233082143
linker107_NH_linker88_CH2_qtz_relaxed,[NH]c1cc(-c2cc([NH])c(N)c([NH])c2)cc([NH])c1N.[CH2]c1cc(O)c([CH2])cc1O&&qtz.cat0,2.9998455595
linker104_C_linker75_C_ulj_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1cnc(C)c(C(=O)[O-])n1&&ulj.cat0,2.6288782584
linker100_NH_linker10_CH2_qtz_relaxed,[NH]c1cc([NH])c(O)c(-c2cc([NH])cc([NH])c2O)c1.[CH2]c1ccc([CH2])c([N+](=O)[O-])c1[N+](=O)[O-]&&qtz.cat0,2.7069375187
linker110_CO_linker37_NH_dia_relaxed_interp_4,O=CC12CC3(C=O)CC(C=O)(C1)CC(C=O)(C2)C3.[NH]c1cnc(-c2ncc([NH])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&dia.cat3,2.7693886269
linker110_C_linker23_C_uoz_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&uoz.cat0,2.9630758143
linker109_CO_linker5_NH_sql_relaxed,O=CC(C=O)(C=O)C=O.Cc1cc([NH])cc(C)c1[NH]&&sql.cat0,2.7397952029
linker101_CH2_linker10_NH_und_relaxed,[CH2]c1cc([CH2])c(N)c(-c2cc([CH2])cc([CH2])c2N)c1.[NH]c1ccc([NH])c([N+](=O)[O-])c1[N+](=O)[O-]&&und.cat0,2.9078027008
linker106_C_linker13_C_lcv_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1c(C)c(C)c(C)c(C)c1C&&lcv.cat0,2.7281075305
linker92_C_linker10_C_hne_relaxed,Cc1cc(C)cc(C)c1.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-]&&hne.cat0,2.9381763418
linker104_C_linker4_C_gis_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1ccc(C)c([N+](=O)[O-])c1&&gis.cat0,2.8807806141
linker110_C_linker80_C_umk_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1nc(C(C)(C)C)c(C)c(=O)[nH]1&&umk.cat0,2.9968051135
linker99_CO_linker65_NH_cdl_relaxed,O=CC1(C=O)C=C(c2ccccc2)CC(C=O)(C=O)C1.N#Cc1nc([NH])c(C#N)nc1[NH]&&cdl.cat0,2.8336159818
linker101_CH2_linker49_NH_qtz_relaxed,[CH2]c1cc([CH2])c(N)c(-c2cc([CH2])cc([CH2])c2N)c1.[NH]c1ccc([NH])c2[nH]c(=O)cnc12&&qtz.cat0,2.9896090041
linker106_C_linker67_C_qtz_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&qtz.cat0,2.9327279254
linker110_NH_linker11_CO_qtz_relaxed,[NH]C12CC3([NH])CC([NH])(C1)CC([NH])(C2)C3.Nc1c(N)c(C=O)c(N)c(N)c1C=O&&qtz.cat0,2.8166337929
linker109_CO_linker7_NH_sql_relaxed,O=CC(C=O)(C=O)C=O.Cc1cc([NH])c(C)cc1[NH]&&sql.cat0,2.4259041877
linker106_N_linker67_CH_vba_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2N)c(N)c(N)c1N.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&vba.cat0,2.9590268515
linker105_CH_linker10_N_unm_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.Nc1ccc(N)c([N+](=O)[O-])c1[N+](=O)[O-]&&unm.cat0,2.9557800461
linker111_C_linker10_C_uoo_relaxed,C[Si](C)(C)C.Cc1ccc(C)c([N+](=O)[O-])c1[N+](=O)[O-]&&uoo.cat0,2.8158616458
linker104_CO_linker8_NH_dia_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2O)c(O)c(C=O)c1O.[NH]c1cc([N+](=O)[O-])c([NH])cc1[N+](=O)[O-]&&dia.cat0,2.5395823113
linker104_C_linker61_C_dia_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1cnc(C)c(N)n1&&dia.cat0,2.8869012858
linker110_C_linker23_C_tzs_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&tzs.cat0,2.9313684683
linker108_CO_linker37_NH_qzd_relaxed,O=Cc1cc(C=O)c2ccc3c(C=O)cc(C=O)c4ccc1c2c43.[NH]c1cnc(-c2ncc([NH])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&qzd.cat0,2.9848027531
linker100_C_linker8_C_gis_relaxed,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1cc([N+](=O)[O-])c(C)cc1[N+](=O)[O-]&&gis.cat0,2.966519363
linker111_C_linker13_C_sra_relaxed,C[Si](C)(C)C.Cc1c(C)c(C)c(C)c(C)c1C&&sra.cat0,2.9942882408
linker110_CO_linker78_NH_unf_relaxed,O=CC12CC3(C=O)CC(C=O)(C1)CC(C=O)(C2)C3.COc1nc([NH])ncc1[NH]&&unf.cat0,2.9208921764
linker102_C_linker88_C_pcb_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3C2)c2cc(C)ccc2Cc2ccc(C)cc21.Cc1cc(O)c(C)cc1O&&pcb.cat0,2.7443137191
linker101_C_linker8_C_gis_relaxed,Cc1cc(C)c(N)c(-c2cc(C)cc(C)c2N)c1.Cc1cc([N+](=O)[O-])c(C)cc1[N+](=O)[O-]&&gis.cat0,2.8451124528
linker111_C_linker12_C_npo_relaxed_interp_2,C[Si](C)(C)C.Cc1c(O)c(O)c(C)c(O)c1O&&npo.cat1,2.98788982
linker109_N_linker6_CH_cdl_relaxed,NC(N)(N)N.[CH]c1cc([N+](=O)[O-])c([CH])c([N+](=O)[O-])c1&&cdl.cat0,2.9850706918
linker104_C_linker67_C_lcv_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&lcv.cat0,2.9361232468
linker107_C_linker8_C_rhr_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1cc([N+](=O)[O-])c(C)cc1[N+](=O)[O-]&&rhr.cat0,2.8757858538
linker111_CH2_linker68_NH_qzd_relaxed,[CH2][Si]([CH2])([CH2])[CH2].[NH]c1cnc([NH])c([N+](=O)[O-])n1&&qzd.cat0,2.8539996608
linker104_C_linker43_C_lcv_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1nc2c(C)c3oc(C)nc3c(C)c2o1&&lcv.cat0,2.6895941668
linker106_CH2_linker75_NH_qtz_relaxed,[CH2]c1cc(-c2cc([CH2])c(N)c([CH2])c2N)c(N)c([CH2])c1N.[NH]c1cnc([NH])c(C(=O)[O-])n1&&qtz.cat0,2.7013464972
